review_confidence,geonames_id,name,ascii_name,feature_code,population,latitude,longitude,nearest_json_name,nearest_json_acs_code,distance_km,name_similarity,geonames_url
medium,266357,Ouâdi ej Jord,Ouadi ej Jord,PPL,0,34.17028,35.92,Aarab El-Lahib,26374,2.835,0.3,https://www.geonames.org/266357
medium,266370,Ouâdi el Assouad,Ouadi el Assouad,PPL,0,34.04,35.99806,Mazraat beit Mchaik,53457,2.801,0.231,https://www.geonames.org/266370
medium,266342,Ouâdi en Naïra,Ouadi en Naira,PPL,0,34.31278,36.30639,Ras Baalbek Ouadi Faara,54143,3.92,0.516,https://www.geonames.org/266342
medium,266361,Ouâdi en Njâss,Ouadi en Njass,PPL,0,34.35694,36.04028,Bqarsouna,37319,2.168,0.333,https://www.geonames.org/266361
medium,269464,Qalaat es Saouda,Qalaat es Saouda,PPL,0,34.1775,35.91222,Ouata Houb,34381,2.17,0.455,https://www.geonames.org/269464
medium,269383,Qalb es Sabaa,Qalb es Sabaa,PPL,0,34.03167,36.00139,Jebaa,53171,2.507,0.5,https://www.geonames.org/269383
medium,279229,Qalïlé,Qalile,PPL,0,34.19917,36.22778,Harabta,53264,2.25,0.308,https://www.geonames.org/279229
medium,269224,Qasr el Loujoûj,Qasr el Loujouj,PPL,0,34.025,36.24833,Baalbek,53111,4.071,0.25,https://www.geonames.org/269224
medium,269110,Qebrâya,Qebraya,PPL,0,34.175,35.91278,Ouata Houb,34381,2.444,0.267,https://www.geonames.org/269110
medium,269082,Qenia,Qenia,PPL,0,34.58583,36.36667,Aamayer,35512,3.774,0.25,https://www.geonames.org/269082
medium,269102,Qlâa el Borj,Qlaa el Borj,PPL,0,34.19056,35.92361,Ouata Houb,34381,2.047,0.375,https://www.geonames.org/269102
medium,268199,Sannîne,Sannine,PPL,0,33.93694,35.84167,Baskinta,22797,2.807,0.429,https://www.geonames.org/268199
medium,278294,Shanbouq,Shanbouq,PPL,0,34.5225,36.28611,Qbaiyat Aakkar,35487,3.744,0.267,https://www.geonames.org/278294
medium,266768,Taoufîqîyé,Taoufiqiye,PPL,0,34.17611,36.31722,Moqraq,53251,2.235,0.25,https://www.geonames.org/266768
medium,266576,Toût Remmâne,Tout Remmane,PPL,0,34.08361,36.04806,Bouday,53459,2.637,0.353,https://www.geonames.org/266576
medium,265945,Zerîbet es Sabhâ,Zeribet es Sabha,PPL,0,34.04,36.01611,Jebaa,53171,2.387,0.421,https://www.geonames.org/265945
medium,265823,Zighrîne et Tahte,Zighrine et Tahte,PPL,0,34.42528,36.36,Hermel,54111,4.561,0.421,https://www.geonames.org/265823
medium,277720,‘Ayn Āhilah,`Ayn Ahilah,PPL,0,34.13333,36.28333,Chaat,53274,2.848,0.333,https://www.geonames.org/277720
low,275368,Fadous,Fadous,PPL,750,34.22833,35.65584,Kfar Aabida,34144,0.779,0.375,https://www.geonames.org/275368
low,6273741,Aabadiyé ej Jdidé,Aabadiye ej Jdide,PPL,0,33.82111,35.61361,Chouit,21354,1.255,0.095,https://www.geonames.org/6273741
low,281056,Aabboûd,Aabboud,PPL,0,34.1025,35.8575,Mar Sarkis,26314,0.766,0.25,https://www.geonames.org/281056
low,266560,Aadaïssé,Aadaisse,PPL,0,33.25397,35.54241,Aadaysse Marjaayoun,73211,0.759,0.667,https://www.geonames.org/266560
low,266553,Aakfor,Aakfor,PPL,0,34.19917,35.84194,Douma,34311,1.103,0.2,https://www.geonames.org/266553
low,6273743,Aaley ej Jdidé,Aaley ej Jdide,PPL,0,33.81806,35.61028,Chouit,21354,1.401,0.111,https://www.geonames.org/6273743
low,279567,Aalmâne,Aalmane,PPL,0,33.58444,35.40778,Aalmane Ech-Chouf,23311,0.854,0.923,https://www.geonames.org/279567
low,8595350,Aamrane,Aamrane,PPL,0,33.1946,35.23888,Qlaile Sour,62287,0.971,0.286,https://www.geonames.org/8595350
low,6273711,Aamroussiyé,Aamroussiye,PPL,0,33.82278,35.52389,Kfar Chima,21251,1.263,0.333,https://www.geonames.org/6273711
low,278935,Aamzît,Aamzit,PPL,0,34.22889,36.37417,Aain Baalbek,53217,1.195,0.444,https://www.geonames.org/278935
low,278926,Aanj en Nahlé,Aanj en Nahle,PPL,0,33.6775,35.56833,Aathrine,23544,1.854,0.421,https://www.geonames.org/278926
low,277824,Aaoura,Aaoura,PPL,0,34.23595,35.80315,Daael,34279,0.798,0.4,https://www.geonames.org/277824
low,266310,Aaouâdé,Aaouade,PPL,0,34.62611,36.37722,Aamayer,35512,0.82,0.762,https://www.geonames.org/266310
low,6273987,Aaqabé,Aaqabe,PPL,0,33.76449,35.50758,Aaramoun Aaley,24211,0.877,0.421,https://www.geonames.org/6273987
low,278751,Aaqbet Sebaail,Aaqbet Sebaail,PPL,0,34.31722,35.91972,Ayto,33243,0.885,0.267,https://www.geonames.org/278751
low,6278429,Aarab Jourmnaya,Aarab Jourmnaya,PPL,0,34.61194,36.36139,Aamayer,35512,1.598,0.476,https://www.geonames.org/6278429
low,278570,Aarîd en Naas,Aarid en Naas,PPL,0,34.10111,35.85111,Mar Sarkis,26314,0.953,0.444,https://www.geonames.org/278570
low,6280010,Aayoûn el Aalaq,Aayoun el Aalaq,PPL,0,34.13917,35.87194,Laqlouq,26361,1.017,0.706,https://www.geonames.org/6280010
low,273625,Aaz el Arab,Aaz el Arab,PPL,0,33.52,35.80222,Aaqabet Rachaya,55114,1.11,0.5,https://www.geonames.org/273625
low,281006,Abou Aafta,Abou Aafta,PPL,0,34.43333,36.04861,Btermaz,37343,1.066,0.5,https://www.geonames.org/281006
low,6279714,Abou Saad,Abou Saad,PPL,0,34.24889,35.77194,Jebla,34274,0.816,0.154,https://www.geonames.org/6279714
low,280966,Abū Ḩammād,Abu Hammad,PPL,0,34.48917,35.93389,Minie,37271,1.208,0.143,https://www.geonames.org/280966
low,278277,Achamssîyé,Achamssiye,PPL,0,33.47111,35.32667,Aadoussiye,61466,0.92,0.7,https://www.geonames.org/278277
low,280157,Al Ghazālah,Al Ghazalah,PPL,0,33.86667,35.53333,Furn Ech-Chebbak,21133,0.794,0.211,https://www.geonames.org/280157
low,280142,Al Ghuwayyāt,Al Ghuwayyat,PPL,0,33.8625,35.5725,Mansouriyet El-Matn,22411,0.994,0.435,https://www.geonames.org/280142
low,279584,Al Makhāḑah,Al Makhadah,PPL,0,33.86667,35.53333,Furn Ech-Chebbak,21133,0.794,0.182,https://www.geonames.org/279584
low,278974,Al Yahūdīyah,Al Yahudiyah,PPL,0,33.78333,35.5,Bchamoun,24243,1.286,0.429,https://www.geonames.org/278974
low,280460,Al ‘Arīḑ,Al `Arid,PPL,0,33.4,35.48333,Habbouch En-Nabatiyeh,71155,0.852,0.286,https://www.geonames.org/280460
low,269367,Amr ed Dîne,Amr ed Dine,PPL,0,34.50722,36.0825,Bqerzla,35147,1.66,0.267,https://www.geonames.org/269367
low,7870022,Ansariyeh,Ansariyeh,PPL,0,33.41276,35.2792,Insariye,61436,0.86,0.941,https://www.geonames.org/7870022
low,278482,Ar Rayḩānīyah,Ar Rayhaniyah,PPL,0,34.33333,35.98333,Behouaita,37371,1.29,0.2,https://www.geonames.org/278482
low,278466,Ar Ru’ays,Ar Ru'ays,PPL,0,34.51667,36.15,Tikrit,35171,0.89,0.308,https://www.geonames.org/278466
low,278608,Ard Bou Torbey,Ard Bou Torbey,PPL,0,34.22889,35.95333,Dimane,36161,1.048,0.222,https://www.geonames.org/278608
low,278648,Ard el Faouâr,Ard el Faouar,PPL,0,33.89583,35.825,Majdel tarchich,22774,0.828,0.174,https://www.geonames.org/278648
low,8509013,As Şawwānah,As Sawwanah,PPL,0,33.63713,35.42557,Sibline,23243,1.469,0.286,https://www.geonames.org/8509013
low,269211,Assoûba,Assouba,PPL,0,34.24333,35.91444,Qnat,36127,0.841,0.444,https://www.geonames.org/269211
low,7869877,Ayta Al Jabal,Ayta Al Jabal,PPL,0,33.16935,35.40258,Aaita Ej-Jabal,72224,0.844,0.87,https://www.geonames.org/7869877
low,277814,Aïdamoûn,Aidamoun,PPL,0,34.1529,35.65498,Ghofrine,26291,0.946,0.286,https://www.geonames.org/277814
low,277808,Aïlout,Ailout,PPL,0,33.86111,35.57833,Mansouriyet El-Matn,22411,1.217,0.444,https://www.geonames.org/277808
low,277481,Aïn Bourdaï,Ain Bourdai,PPL,0,33.99083,36.20139,Aain Bourday,53115,2.423,0.947,https://www.geonames.org/277481
low,277688,Aïn Faouâr,Ain Faouar,PPL,0,34.50278,35.98333,Bebnine,35275,0.849,0.25,https://www.geonames.org/277688
low,274731,Aïn Hâla,Ain Hala,PPL,0,33.79722,35.60917,Bkhichtay,24321,0.997,0.25,https://www.geonames.org/274731
low,277464,Aïn Iskandar,Ain Iskandar,PPL,0,34.17583,35.89889,Chatine,34366,1.994,0.333,https://www.geonames.org/277464
low,277449,Aïn Jouaïya,Ain Jouaiya,PPL,0,34.04833,35.72611,Ghbale Kesrouane,25363,0.796,0.348,https://www.geonames.org/277449
low,277441,Aïn Majdalaïne,Ain Majdalaine,PPL,0,33.52167,35.60222,Jezzine,63111,1.528,0.4,https://www.geonames.org/277441
low,277437,Aïn Najm,Ain Najm,PPL,0,33.86111,35.58278,Aain Saade,22423,1.1,0.625,https://www.geonames.org/277437
low,277389,Aïn Ouarqa,Ain Ouarqa,PPL,0,33.99472,35.67611,Ghosta,25319,0.829,0.133,https://www.geonames.org/277389
low,277425,Aïn Qlaïâa,Ain Qlaiaa,PPL,0,33.88028,35.82306,Majdel tarchich,22774,1.332,0.333,https://www.geonames.org/277425
low,277428,Aïn Qâra,Ain Qara,PPL,0,34.11861,35.87361,Mghayre Jbeil,26341,1.417,0.429,https://www.geonames.org/277428
low,277414,Aïn Saoufar,Ain Saoufar,PPL,0,33.805,35.70306,Saoufar,24427,0.852,0.889,https://www.geonames.org/277414
low,277744,Aïn ed Deïr,Ain ed Deir,PPL,0,34.11889,35.78333,Aalmat Ech-Chamliye,26212,1.06,0.455,https://www.geonames.org/277744
low,277635,Aïn ej Jorn,Ain ej Jorn,PPL,0,34.01083,35.75722,Ouata El-Jaouz,25455,1.898,0.375,https://www.geonames.org/277635
low,277713,Aïn el Assad,Ain el Assad,PPL,0,33.6468,35.45582,Chammis Ech-Chouf,23223,0.924,0.696,https://www.geonames.org/277713
low,277700,Aïn el Batrak,Ain el Batrak,PPL,0,34.12667,35.84472,Hema Mar Maroun Aannaya,26388,0.863,0.276,https://www.geonames.org/277700
low,277707,Aïn el Blât,Ain el Blat,PPL,0,34.18667,35.88583,Chatine,34366,1.334,0.429,https://www.geonames.org/277707
low,277705,Aïn el Bârdé,Ain el Barde,PPL,0,34.02806,35.76278,Ouata El-Jaouz,25455,0.803,0.316,https://www.geonames.org/277705
low,277656,Aïn el Hiloué,Ain el Hiloue,PPL,0,33.54694,35.38167,Saida Ed-Dekermane,61119,0.86,0.348,https://www.geonames.org/277656
low,277666,Aïn el Hânoût,Ain el Hanout,PPL,0,34.07083,35.725,Jouret Bedrane,25365,1.174,0.19,https://www.geonames.org/277666
low,277664,Aïn el Hâour,Ain el Haour,PPL,0,33.66,35.49694,Dibbiye,23259,0.78,0.267,https://www.geonames.org/277664
low,277621,Aïn el Laboué,Ain el Laboue,PPL,0,33.51639,35.82167,Aaqabet Rachaya,55114,1.383,0.571,https://www.geonames.org/277621
low,277611,Aïn el Marj,Ain el Marj,PPL,0,34.02,35.80333,Hrajel,25471,1.228,0.308,https://www.geonames.org/277611
low,277603,Aïn el Mehnaïde,Ain el Mehnaide,PPL,0,33.84639,35.67694,Deir El-harf,21367,1.172,0.211,https://www.geonames.org/277603
low,277597,Aïn el Qadah,Ain el Qadah,PPL,0,34.05278,35.80389,Qahmez,26367,1.08,0.429,https://www.geonames.org/277597
low,277576,Aïn er Râha,Ain er Raha,PPL,0,34.20889,35.90389,Tannourine Et-Tahta,34356,0.763,0.583,https://www.geonames.org/277576
low,277569,Aïn er Rîhâné,Ain er Rihane,PPL,0,33.95722,35.645,Aain Er-Rihane,25251,0.752,0.957,https://www.geonames.org/277569
low,277548,Aïn es Salîb,Ain es Salib,PPL,0,34.15083,35.86917,Hema Er-Rehban,26390,0.823,0.182,https://www.geonames.org/277548
low,277539,Aïn es Sghaïri,Ain es Sghairi,PPL,0,34.03472,35.62667,Tabarja,25151,0.961,0.316,https://www.geonames.org/277539
low,277543,Aïn es Sihha,Ain es Sihha,PPL,0,33.83917,35.75194,Khalouat Baabda,21421,1.518,0.222,https://www.geonames.org/277543
low,277532,Aïn et Tannoûr,Ain et Tannour,PPL,0,34.01833,35.79778,Hrajel,25471,1.528,0.125,https://www.geonames.org/277532
low,7840015,Baadba,Baadba,PPL,0,33.8338,35.54415,Boutchay,21227,0.904,0.286,https://www.geonames.org/7840015
low,277123,Baal en Nâamé,Baal en Naame,PPL,0,33.74778,35.45417,Naame,23141,0.811,0.625,https://www.geonames.org/277123
low,277053,Baalchmay ej Jdîdé,Baalchmay ej Jdide,PPL,0,33.81194,35.65306,Bhamdoun El-Mhatta,24411,0.917,0.387,https://www.geonames.org/277053
low,276897,Baatâra,Baatara,PPL,0,34.15389,35.8625,Hema Er-Rehban,26390,0.907,0.222,https://www.geonames.org/276897
low,6279308,Baddoûaa,Baddouaa,PPL,0,34.48972,35.99111,Rihaniyet-Miniye,37281,0.818,0.133,https://www.geonames.org/6279308
low,277210,Baddé,Badde,PPL,0,33.65917,35.60111,Jdeidet Ech-Chouf,23623,1.021,0.364,https://www.geonames.org/277210
low,277151,Bajaa,Bajaa,PPL,0,34.48972,36.07556,Dinbou,35318,0.927,0.182,https://www.geonames.org/277151
low,277084,Baldah,Baldah,PPL,0,34.56667,36.15,Balde WaMazraatBalde,35158,0.782,0.588,https://www.geonames.org/277084
low,277013,Baqaoun el Faouqa,Baqaoun el Faouqa,PPL,0,33.67528,35.47806,Dibbiye,23259,1.123,0.167,https://www.geonames.org/277013
low,276703,Bayt Mubārak,Bayt Mubarak,PPL,0,33.83333,36.08333,Jenta,53447,1.323,0.353,https://www.geonames.org/276703
low,6278734,Baïtsanîyé,Baitsaniye,PPL,0,33.42111,35.71028,Meimes,74128,1.505,0.267,https://www.geonames.org/6278734
low,8624783,Bchamra,Bchamra,PPLL,0,34.40367,35.81686,Ras Masqa,32185,1.132,0.5,https://www.geonames.org/8624783
low,276347,Bcheaaqâb,Bcheaaqab,PPL,0,33.72444,35.5225,Kfar Matta,24377,1.071,0.333,https://www.geonames.org/276347
low,6276277,Bchellâma,Bchellama,PPL,0,33.89778,35.74944,Aain Ez-Zeitoune,22714,1.104,0.222,https://www.geonames.org/6276277
low,276352,Bchillâma,Bchillama,PPL,0,33.90167,35.75556,Mrouj,22733,0.943,0.143,https://www.geonames.org/276352
low,276361,Bchâma,Bchama,PPL,0,34.42972,35.92667,Miriata,33271,1.196,0.308,https://www.geonames.org/276361
low,276465,Beaachta,Beaachta,PPL,0,34.15778,35.63333,Rihanet Jbayl,26159,1.08,0.5,https://www.geonames.org/276465
low,277066,Bellânet el Hîssa,Bellanet el Hissa,PPL,0,34.58056,36.04861,Hayssa,35221,0.971,0.556,https://www.geonames.org/277066
low,276949,Bersaïssa,Bersaissa,PPL,0,34.12278,35.78083,Aalmat Ech-Chamliye,26212,1.548,0.333,https://www.geonames.org/276949
low,276095,Bessaïlet el Faouqa,Bessailet el Faouqa,PPL,0,34.13444,36.12,Deir El-Ahmar,53311,1.299,0.333,https://www.geonames.org/276095
low,276094,Bessaïlet et Tahta,Bessailet et Tahta,PPL,0,34.13083,36.12139,Deir El-Ahmar,53311,0.894,0.435,https://www.geonames.org/276094
low,276787,Beïn en Nhoûr,Bein en Nhour,PPL,0,34.01139,35.82583,Faraya,25475,1.099,0.353,https://www.geonames.org/276787
low,276684,Beït Aabeïd,Beit Aabeid,PPL,0,34.43,35.92028,Boussit,33279,1.272,0.471,https://www.geonames.org/276684
low,276739,Beït Aaoukar,Beit Aaoukar,PPL,0,34.43278,35.91639,Boussit,33279,1.14,0.375,https://www.geonames.org/276739
low,276720,Beït Aatmâne,Beit Aatmane,PPL,0,34.39694,35.98278,Beit Zoud,37349,1.112,0.5,https://www.geonames.org/276720
low,276773,Beït Abou Ishâq,Beit Abou Ishaq,PPL,0,34.26694,35.86528,Berhalioun,36137,0.893,0.435,https://www.geonames.org/276773
low,6278113,Beït Ali Adraa,Beit Ali Adraa,PPL,0,34.55361,36.32639,Mazareaa Jabal Akroum,35516,1.661,0.323,https://www.geonames.org/6278113
low,8624754,Beït Barakat,Beit Barakat,PPL,0,34.43067,35.90887,Aalma,33133,0.835,0.375,https://www.geonames.org/8624754
low,276733,Beït Daoud,Beit Daoud,PPL,0,34.51889,36.17278,Tikrit,35171,1.221,0.267,https://www.geonames.org/276733
low,276734,Beït Dâoud,Beit Daoud,PPL,0,34.37877,35.96135,Izal,37341,1.78,0.308,https://www.geonames.org/276734
low,276719,Beït Eid,Beit Eid,PPL,0,33.99083,35.69639,Aachqout,25423,1.017,0.286,https://www.geonames.org/276719
low,276716,Beït Jîda,Beit Jida,PPL,0,34.39528,36.01028,Sir Ed-Danniye,37311,0.796,0.353,https://www.geonames.org/276716
low,276713,Beït Khlaïyel,Beit Khlaiyel,PPL,0,34.53417,36.22389,Daouret Aakkar,35126,1.439,0.348,https://www.geonames.org/276713
low,434889,Beït Radouâne,Beit Radouane,PPL,0,34.38972,35.96889,Izal,37341,1.546,0.25,https://www.geonames.org/434889
low,6275574,Beït Zakhoûr,Beit Zakhour,PPL,0,33.8275,35.87111,Chtaura,51211,1.901,0.444,https://www.geonames.org/6275574
low,276750,Beït ech Chaaer,Beit ech Chaaer,PPL,0,34.19,35.88556,Ouata Houb,34381,1.618,0.4,https://www.geonames.org/276750
low,276769,Beït el Aarab,Beit el Aarab,PPL,0,34.42722,35.99389,Aazqai,37361,0.989,0.429,https://www.geonames.org/276769
low,276766,Beït el Boûmi,Beit el Boumi,PPL,0,34.09111,35.65583,Halate,26147,0.936,0.4,https://www.geonames.org/276766
low,276764,Beït el Hâj,Beit el Haj,PPL,0,34.55917,36.10611,Hokr Etti,35223,1.181,0.308,https://www.geonames.org/276764
low,276754,Beït el Mihdi,Beit el Mihdi,PPL,0,34.01556,35.76056,Ouata El-Jaouz,25455,1.476,0.333,https://www.geonames.org/276754
low,276606,Bikdâha,Bikdaha,PPL,0,33.90167,35.77556,Mrouj,22733,1.882,0.0,https://www.geonames.org/276606
low,434096,Bilone,Bilone,PPL,0,33.16341,35.49025,Mhaibib,73248,1.736,0.333,https://www.geonames.org/434096
low,276005,Biout es Sayed,Biout es Sayed,PPL,0,33.16792,35.19287,Mansouri Sour,62296,1.308,0.286,https://www.geonames.org/276005
low,6275282,Bir ed Daïaa,Bir ed Daiaa,PPL,0,33.83917,35.51639,Laylake,21166,0.794,0.429,https://www.geonames.org/6275282
low,266076,Biyout Zabboud,Biyout Zabboud,PPL,0,34.53111,36.26,Aakkar El-Aatiqa,35191,1.776,0.174,https://www.geonames.org/266076
low,276832,Biâder Rachaaïne,Biader Rachaaine,PPL,0,34.3925,35.91972,Rachaaine,33117,1.04,0.75,https://www.geonames.org/276832
low,276448,Bkarta,Bkarta,PPL,0,34.12861,35.79833,Mazraat El-Maaden,26213,1.361,0.421,https://www.geonames.org/276448
low,276434,Bkoûna,Bkouna,PPL,0,34.115,35.6725,Blat Jbeil,26129,0.865,0.444,https://www.geonames.org/276434
low,277093,Blatet ej Jamjîm,Blatet ej Jamjim,PPL,0,33.36963,35.28233,Hartiye,61423,1.185,0.375,https://www.geonames.org/277093
low,276182,Boqaâta en Nahr,Boqaata en Nahr,PPL,0,33.96444,35.78056,Bqaatouta,25451,1.045,0.545,https://www.geonames.org/276182
low,276135,Borj el Qibli,Borj el Qibli,PPL,0,33.24916,35.23506,Borj Ech-Chemali,62128,1.43,0.522,https://www.geonames.org/276135
low,6278010,Boueïda,Boueida,PPL,0,34.43639,36.41556,Hermel,54111,1.149,0.154,https://www.geonames.org/6278010
low,8595352,Boustane Jouar et Tannour,Boustane Jouar et Tannour,PPL,0,33.19064,35.19974,Henniye,62293,1.796,0.231,https://www.geonames.org/8595352
low,276053,Boustâne et Tahta,Boustane et Tahta,PPL,0,34.24139,35.81694,Deir Billa,34374,1.222,0.19,https://www.geonames.org/276053
low,6273894,Boutros,Boutros,PPL,0,33.78222,35.48889,Choueifat El-Quoubbe,24133,0.876,0.364,https://www.geonames.org/6273894
low,276151,Boûria,Bouria,PPL,0,34.135,35.73,Birket Hjoula,26237,1.239,0.444,https://www.geonames.org/276151
low,276587,Bqaa Safrîne,Bqaa Safrine,PPL,0,34.37694,36.02556,Sir Ed-Danniye,37311,0.788,0.316,https://www.geonames.org/276587
low,269365,Broqta,Broqta,PPL,0,34.06889,35.79,Chouane,25479,1.441,0.5,https://www.geonames.org/269365
low,276394,Brârîkha,Brarikha,PPL,0,34.21694,35.81583,Nahle El-Batroun,34273,0.882,0.462,https://www.geonames.org/276394
low,276928,Bsâtîne el Aossi,Bsatine el Aossi,PPL,0,34.24056,35.82167,Deir Billa,34374,1.251,0.353,https://www.geonames.org/276928
low,276334,Btaalîne,Btaaline,PPL,0,33.85472,35.67361,Kneisset Baabda,21377,1.33,0.273,https://www.geonames.org/276334
low,276321,Btellaïyé,Btellaiye,PPL,0,34.31139,36.00917,Bechnnata,37359,1.559,0.353,https://www.geonames.org/276321
low,277231,Bâb er Rejm,Bab er Rejm,PPL,0,33.73389,35.53833,Binnay,24369,1.116,0.375,https://www.geonames.org/277231
low,276565,Bîr ed Douaïk,Bir ed Douaik,PPL,0,33.95083,35.68333,Balloune,25221,1.218,0.353,https://www.geonames.org/276565
low,276557,Bîr el Haït,Bir el Hait,PPL,0,34.08917,35.72194,Adonis Jbayl,26239,1.18,0.333,https://www.geonames.org/276557
low,276307,Bū ‘Arab,Bu `Arab,PPL,0,33.38333,35.63333,Kaoukaba Hasbaiya,74133,1.014,0.429,https://www.geonames.org/276307
low,267390,Chaabiyet el Faouqa,Chaabiyet el Faouqa,PPL,0,34.09222,35.67306,Halate,26147,0.862,0.444,https://www.geonames.org/267390
low,6279862,Chaabîyé,Chaabiye,PPL,0,34.18028,35.89333,Chatine,34366,1.523,0.667,https://www.geonames.org/6279862
low,267932,Chabrîha,Chabriha,PPL,0,33.29212,35.2341,Aabbassiyet Sour,62276,1.68,0.375,https://www.geonames.org/267932
low,267926,Chadra,Chadra,PPL,0,34.61972,36.32333,Khalsa,35430,1.724,0.5,https://www.geonames.org/267926
low,6275289,Chareaa el Hamra,Chareaa el Hamra,PPL,0,33.84472,35.53083,Hadath Beyrouth,21219,0.892,0.375,https://www.geonames.org/6275289
low,267369,Chikhnaïya,Chikhnaiya,PPL,0,34.11417,35.7675,Tourzaiya,26215,1.263,0.421,https://www.geonames.org/267369
low,267308,Chloumâs,Chloumas,PPL,0,34.10278,35.74278,Hsoun,26229,1.043,0.462,https://www.geonames.org/267308
low,267242,Chouâta,Chouata,PPL,0,34.07056,35.85583,Lassa,26331,0.754,0.364,https://www.geonames.org/267242
low,267301,Chqaïq et Tahta,Chqaiq et Tahta,PPL,0,34.06778,35.65806,Kharayeb Nahr Ibrahim,25181,0.758,0.333,https://www.geonames.org/267301
low,267675,Châna,Chana,PPL,0,34.23889,35.97722,Hasroun,36171,1.225,0.5,https://www.geonames.org/267675
low,267330,Chîra,Chira,PPL,0,34.2725,35.86583,Bnehran,32141,0.908,0.5,https://www.geonames.org/267330
low,6275263,Corail Beach,Corail Beach,PPL,0,33.86528,35.48222,Msaitbe foncière,10210,1.85,0.455,https://www.geonames.org/6275263
low,6275262,Côte d’Azar,Cote d'Azar,PPL,0,33.86361,35.48417,Chiyah,21111,1.672,0.286,https://www.geonames.org/6275262
low,6278550,Dabadeb,Dabadeb,PPL,0,34.61361,36.38417,Aamayer,35512,0.886,0.429,https://www.geonames.org/6278550
low,275446,Dahr Aïn el Haour,Dahr Ain el Haour,PPL,0,33.66216,35.50149,Bkechtine Ouel Mcheiaa,23253,1.01,0.375,https://www.geonames.org/275446
low,6271305,Dahr Aïn el Haour,Dahr Ain el Haour,PPL,0,33.66333,35.49972,Bkechtine Ouel Mcheiaa,23253,0.826,0.364,https://www.geonames.org/6271305
low,275923,Dahr ed Douaïr,Dahr ed Douair,PPL,0,33.67083,35.48194,Bkechtine Ouel Mcheiaa,23253,1.363,0.3,https://www.geonames.org/275923
low,275918,Dahr el Aïn,Dahr el Ain,PPL,0,34.39222,35.84639,Bkeftine,32189,1.584,0.267,https://www.geonames.org/275918
low,275917,Dahr el Blâyet,Dahr el Blayet,PPL,0,33.82694,35.8475,Jdita,51224,1.261,0.429,https://www.geonames.org/275917
low,275911,Dahr el Harf,Dahr el Harf,PPL,0,33.86472,35.82583,Touaite Zahle,51145,1.91,0.211,https://www.geonames.org/275911
low,8624753,Dahr el Housseïn,Dahr el Houssein,PPL,0,34.45385,35.99133,Jdeidet El-Qaitaa,35344,1.1,0.261,https://www.geonames.org/8624753
low,275907,Dahr el Hsoûn,Dahr el Hsoun,PPL,0,34.09,35.72778,Adonis Jbayl,26239,1.021,0.364,https://www.geonames.org/275907
low,275902,Dahr el Marj,Dahr el Marj,PPL,0,34.15472,35.76306,Lehfed,26233,1.528,0.143,https://www.geonames.org/275902
low,275900,Dahr el Mraïj,Dahr el Mraij,PPL,0,33.87139,35.8175,Tarchich,21481,1.016,0.353,https://www.geonames.org/275900
low,6272098,Dahr el Qassaâ,Dahr el Qassaa,PPL,0,33.244,35.24008,Aain Baal,62243,1.47,0.375,https://www.geonames.org/6272098
low,275898,Dahr el Qattîne,Dahr el Qattine,PPL,0,34.01611,35.805,Hrajel,25471,1.661,0.471,https://www.geonames.org/275898
low,275888,Dahr es Safa,Dahr es Safa,PPL,0,34.35333,35.78417,Fiaa,32147,0.772,0.333,https://www.geonames.org/275888
low,275797,Darjet el Qarn,Darjet el Qarn,PPL,0,34.24222,35.9675,Dimane,36161,1.409,0.375,https://www.geonames.org/275797
low,275539,Debaal,Debaal,PPL,0,34.43472,36.07639,Qarhaiya,37360,0.821,0.286,https://www.geonames.org/275539
low,270712,Dehayrjate,Dehayrjate,PPL,0,33.3097,35.65428,Meri,74158,1.118,0.333,https://www.geonames.org/270712
low,275846,Dellâfi,Dellafi,PPL,0,33.4325,35.64889,Dellafe,74179,1.025,0.923,https://www.geonames.org/275846
low,275510,Deraali,Deraali,PPL,0,34.01222,35.81611,Faraya,25475,1.589,0.462,https://www.geonames.org/275510
low,275641,Deïr Bassa,Deir Bassa,PPL,0,34.21778,35.86139,Kfour El-Aarbi,34341,1.4,0.316,https://www.geonames.org/275641
low,6271082,Deïr Tinna,Deir Tinna,PPL,0,33.23951,35.32559,Jouaiya,62211,0.782,0.4,https://www.geonames.org/6271082
low,6273747,Dhour el Aabadiyé,Dhour el Aabadiye,PPL,0,33.81389,35.62056,Aain Ej-Jdide Aaley,24325,1.173,0.357,https://www.geonames.org/6273747
low,275445,Dhoûr Broummâna,Dhour Broummana,PPL,0,33.88861,35.65083,Mzakke,22651,0.766,0.267,https://www.geonames.org/275445
low,275447,Dhoûr ech Choueïr,Dhour ech Choueir,PPL,0,33.90444,35.72,Aain Es-Sindiane,22737,0.775,0.182,https://www.geonames.org/275447
low,275449,Dhoûr el Aabâdîyé,Dhour el Aabadiye,PPL,0,33.81556,35.62722,Aain Ej-Jdide Aaley,24325,0.987,0.357,https://www.geonames.org/275449
low,6280246,Diqqâr Ghorfîne,Diqqar Ghorfine,PPL,0,34.15,35.65917,Ghofrine,26291,0.829,0.727,https://www.geonames.org/6280246
low,6273974,Doha,Doha,PPL,0,33.75583,35.46667,Naame,23141,1.204,0.4,https://www.geonames.org/6273974
low,6276947,Douane,Douane,PPL,0,34.00111,36.19556,Baalbek,53111,1.675,0.308,https://www.geonames.org/6276947
